,g_loss,d_loss,val_psnr,val_ssim
0,4.905913352966309,21.40264129638672,16.67300033569336,0.2852645516395569
1,3.076869487762451,0.05561617761850357,27.339595794677734,0.6041990518569946
2,2.5490567684173584,0.04171553626656532,32.00025177001953,0.7989276647567749
3,2.41939640045166,0.024406330659985542,31.55658531188965,0.8063753247261047
4,2.4167580604553223,0.01342063955962658,32.66780090332031,0.8412612676620483
5,2.691925525665283,0.006154824048280716,32.413780212402344,0.8175800442695618
6,2.367511034011841,0.0058030323125422,33.12554168701172,0.872326672077179
7,2.1792335510253906,0.0026587171014398336,32.991798400878906,0.87628173828125
8,2.121446132659912,0.0013745196629315615,32.97822952270508,0.8411144018173218
9,2.087040662765503,0.003047297243028879,33.74319076538086,0.8718525767326355
10,2.1587162017822266,-0.00869804061949253,33.55921936035156,0.8798283338546753
11,1.950888991355896,-0.001479731290601194,33.22119903564453,0.8525421023368835
12,1.8956085443496704,-0.002429156331345439,33.8528938293457,0.8862558603286743
13,1.8888994455337524,-0.0055169882252812386,34.138465881347656,0.8853626251220703
14,1.867157220840454,-0.0075493729673326015,34.3802490234375,0.895477294921875
15,1.9183940887451172,-0.008418130688369274,34.544742584228516,0.8949344754219055
16,1.8779430389404297,-0.00969800166785717,34.045005798339844,0.8871715664863586
17,1.7295186519622803,-0.01239565759897232,34.09806823730469,0.8937481045722961
18,1.8611894845962524,-0.009967995807528496,30.9006404876709,0.8297997713088989
19,1.7423279285430908,-0.014038382098078728,34.280967712402344,0.8890639543533325
20,1.6559741497039795,-0.015040283091366291,34.48717498779297,0.8928925395011902
21,1.6355104446411133,-0.016786376014351845,33.4311408996582,0.873759925365448
22,1.5555322170257568,-0.01781858131289482,34.63835144042969,0.8989923596382141
23,1.5421433448791504,-0.018186384811997414,34.67947006225586,0.8921388387680054
24,1.481018304824829,-0.018344437703490257,34.48964309692383,0.8844360113143921
25,1.4997035264968872,-0.01942405477166176,34.65468978881836,0.9048894047737122
26,1.4532808065414429,-0.018955957144498825,34.46995162963867,0.8713146448135376
27,1.4679253101348877,-0.02026969939470291,34.852134704589844,0.8982623815536499
28,1.3955371379852295,-0.022355452179908752,34.18014907836914,0.8937146067619324
29,1.3902387619018555,-0.022153619676828384,35.13517761230469,0.9095537066459656
30,1.3324987888336182,-0.021125543862581253,34.134788513183594,0.846594512462616
31,1.3166203498840332,-0.023046132177114487,35.17687225341797,0.9060752987861633
32,1.2507139444351196,-0.021522922441363335,34.69878387451172,0.8933762311935425
33,1.2566074132919312,-0.023638319224119186,34.579200744628906,0.8967424631118774
34,1.239185094833374,-0.02246096543967724,34.80917739868164,0.8991013765335083
35,1.2435104846954346,-0.02372697927057743,35.18712615966797,0.9101865887641907
36,1.238512635231018,-0.02316882833838463,34.87287521362305,0.9035741090774536
37,1.2457010746002197,-0.026635611429810524,27.8443546295166,0.8235138058662415
38,1.2198965549468994,-0.02935018762946129,32.46892166137695,0.8939264416694641
39,1.2685353755950928,-0.02906353399157524,30.800933837890625,0.8813916444778442
40,1.212475299835205,-0.025915751233696938,34.93474578857422,0.8902247548103333
41,1.1856012344360352,-0.02342395670711994,33.55101013183594,0.8990524411201477
42,1.213741660118103,-0.023542042821645737,35.13056945800781,0.9114177823066711
43,1.20314621925354,-0.023486975580453873,34.91156768798828,0.8948995471000671
44,1.2048673629760742,-0.022800831124186516,34.743141174316406,0.8925231695175171
45,1.1655172109603882,-0.02446785941720009,34.94272232055664,0.895095944404602
46,1.117419719696045,-0.022847821936011314,35.05494689941406,0.9073247909545898
47,1.115330457687378,-0.022665034979581833,35.14027786254883,0.9072273373603821
48,1.1240748167037964,-0.024122681468725204,34.36665725708008,0.87773197889328
49,1.0974395275115967,-0.023276429623365402,34.93947219848633,0.9010152816772461
50,1.0544570684432983,-0.023665862157940865,34.71080780029297,0.8861417770385742
51,1.017005205154419,-0.024062413722276688,34.29703903198242,0.8712523579597473
52,1.075088381767273,-0.02353142574429512,34.75640106201172,0.8988701105117798
53,1.0359724760055542,-0.023061195388436317,34.31976318359375,0.8791249990463257
54,1.0325396060943604,-0.022659191861748695,35.065364837646484,0.9070987701416016
55,0.9847203493118286,-0.022575940936803818,35.108177185058594,0.9060867428779602
56,0.962119460105896,-0.022750170901417732,34.72533416748047,0.8911237716674805
57,0.9461539387702942,-0.022293323650956154,34.44294357299805,0.8932949304580688
58,0.9226744771003723,-0.022090252488851547,35.02544403076172,0.9044297933578491
59,0.9330004453659058,-0.022854981943964958,35.02997589111328,0.9044235944747925
60,0.8755416870117188,-0.02214954048395157,35.116397857666016,0.9084568023681641
61,0.8882434964179993,-0.022264840081334114,34.75284957885742,0.89348965883255
62,0.866068959236145,-0.02250687964260578,34.785972595214844,0.8998611569404602
63,0.8555374145507812,-0.022563539445400238,34.34495544433594,0.8744387626647949
64,0.8714814186096191,-0.02164185792207718,35.137725830078125,0.9064925312995911
65,0.9060169458389282,-0.021830113604664803,35.02064895629883,0.9057794809341431
66,0.8603008985519409,-0.02101811394095421,34.93461990356445,0.9007649421691895
67,0.8936971426010132,-0.02226436883211136,34.63615036010742,0.8701130747795105
68,0.8535177111625671,-0.022457048296928406,34.79088592529297,0.893973708152771
69,0.8481026887893677,-0.021971240639686584,34.789520263671875,0.9021185636520386
70,0.8041338920593262,-0.014268736355006695,34.79540252685547,0.8930188417434692
71,0.7844521999359131,-0.020862773060798645,34.515018463134766,0.8586739301681519
72,0.7972229719161987,-0.02202298864722252,34.72083282470703,0.8918609619140625
73,0.7904907464981079,-0.022001612931489944,34.835853576660156,0.9014924764633179
74,0.7335256338119507,-0.021565895527601242,34.90322494506836,0.9022095799446106
75,0.7381243109703064,-0.02235340140759945,34.31293487548828,0.8911474943161011
76,0.7176336050033569,-0.021837551146745682,34.867427825927734,0.8990095853805542
77,0.715060830116272,-0.021656818687915802,34.7234992980957,0.8962733149528503
78,0.6987301111221313,-0.021738270297646523,34.78791046142578,0.8977866172790527
79,0.7151466608047485,-0.0212655458599329,35.03512954711914,0.9042418599128723
